Restaurant Name,Restaurant Address,Restaurant City,Restaurant State,Restaurant ZIP,Health Inspection Score,Health Inspection Grade
MYUNG GA JJAM BONG,2740 W OLYMPIC BLVD # 4,LOS ANGELES,CA,90005,91,A
HUBERT'S LIQUOR STORE,4307 LEIMERT BLVD,LOS ANGELES,CA,90008,97,A
99 CENT OUTLET,437 E EL SEGUNDO BLVD,LOS ANGELES,CA,90061,98,A
NEW VERNON RANCHO MARKET,1713 E VERNON AVE STE #107,LOS ANGELES,CA,90058,100,A
YOSHINOYA #1147,3959 WILSHIRE BLVD STE A3-A5,LOS ANGELES,CA,90010,97,A
"THIRTEEN SINCE 2017, INC.",2500 W 8TH ST # 108,LOS ANGELES,CA,90057,91,A
MARISCOS EL JATO,2936 E 4TH ST,LOS ANGELES,CA,90033,90,A
SPROUTS FARMERS MARKET,1751 S WESTWOOD BLVD,LOS ANGELES,CA,90024,93,A
THE ORCHARD,11444 W OLYMPIC BLVD,LOS ANGELES,CA,90064,95,A
OUMI SUSHI @ SPROUTS 275,1751 WESTWOOD BLVD,LOS ANGELES,CA,90024,97,A
MASHTI ICE CREAM,1525 N LA BREA AVE,LOS ANGELES,CA,90028,98,A
PACIFIC DINING CAR,1310 W 6TH ST,LOS ANGELES,CA,90017,90,A
TACO BELL #3141,1408 W CENTURY BLVD,LOS ANGELES,CA,90044,91,A
LE BALCON BAKERY,1523 LA BREA AVE,LOS ANGELES,CA,90028,90,A
JR&D'S 99 CENTS AND MORE,11854 S MAIN ST,LOS ANGELES,CA,90061,99,A
FOOD 4 LESS #362,5420 W SUNSET BLVD,LOS ANGELES,CA,90027,98,A
MAYTES JUGOS & RASPADOS,1300 SOTO ST 9,LOS ANGELES,CA,90023,99,A
TUMBY'S PIZZA,8326 S WESTERN AVE,LOS ANGELES,CA,90047,93,A
EL PARAISO TROPICAL,1505 FIRESTONE BLVD,LOS ANGELES,CA,90001,93,A
JASON'S ON BROADWAY,900 S BROADWAY,LOS ANGELES,CA,90015,96,A
SUBWAY #1763,3959 WILSHIRE BLVD STE B-7,LOS ANGELES,CA,90010,93,A
SPROUTS FARMERS MARKET,1751 S WESTWOOD BLVD,LOS ANGELES,CA,90024,97,A
IHOP #782,8600 S SEPULVEDA BLVD # #0000,LOS ANGELES,CA,90045,92,A
HONG KONG RESTAURANT,5122 WHITTIER BLVD,LOS ANGELES,CA,90022,73,C
LEO'S MARKET,11875 S MAIN ST,LOS ANGELES,CA,90061,99,A
PIZZA HUT #26178,3959 WILSHIRE BLVD STE B-11,LOS ANGELES,CA,90010,94,A
BAMBO GARDEN,8844 S VERMONT AVE,LOS ANGELES,CA,90044,95,A
PARK'S PRODUCE,849 S WESTERN AVE,LOS ANGELES,CA,90005,97,A
7-ELEVEN #20580-D,5962 W PICO BLVD,LOS ANGELES,CA,90035,92,A
BASIC,3372 W 8TH ST,LOS ANGELES,CA,90005,90,A
SABORES DEL PERU,1015 WALL ST STE 123,LOS ANGELES,CA,90015,90,A
JACK IN THE BOX #3214,1615 S BROADWAY,LOS ANGELES,CA,90015,91,A
SEVENTH-DAY ADVENTIST CHURCH,1135 W MARTIN LUTHER KING DR,LOS ANGELES,CA,90037,93,A
SONSONATE GRILL,5011 S WESTERN AVE,LOS ANGELES,CA,90062,85,B
DOMINOS PIZZA,520 W AVENUE 26 # #B,LOS ANGELES,CA,90065,93,A
OPERA HOUSE BAKERY,833 S WESTERN AVE 38,LOS ANGELES,CA,90005,83,B
COCO FRESH TEA AND JUICE,3470 W 6TH ST # 2B,LOS ANGELES,CA,90020,94,A
MR ANGELOS PIZZA,3961 S WESTERN AVE,LOS ANGELES,CA,90062,94,A
ALVAREZ BAKERY,4125 CITY TERRACE DR,LOS ANGELES,CA,90063,97,A
TOMMY TACO,970 GAYLEY AVE,LOS ANGELES,CA,90024,91,A
CEMITAS POBLANAS MI MAGDALENA RESTAURANT #2,3049 E 4TH ST,LOS ANGELES,CA,90063,90,A
EL PUEBLO PRODUCE MARKET,4706 S WESTERN AVE,LOS ANGELES,CA,90062,93,A
SAN SALVADOR,1828 S VERMONT AVE,LOS ANGELES,CA,90006,92,A
THE RAMEN JOINT,6220 W 87TH ST,LOS ANGELES,CA,90045,96,A
PAPER TIGER,4574 BEVERLY BLVD,LOS ANGELES,CA,90004,98,A
FAIRFAX FISHERY AKA FISHERY LA,345 N FAIRFAX AVE,LOS ANGELES,CA,90036,91,A
JOAN'S ON THIRD,8350 W 3RD ST,LOS ANGELES,CA,90048,91,A
BIG MAMA'S DONUTS,5409 N FIGUEROA ST,LOS ANGELES,CA,90042,97,A
NOLD'S LIQUOR,10801 S BROADWAY,LOS ANGELES,CA,90061,99,A
SUPER A FOODS,2925 DIVISION ST,LOS ANGELES,CA,90065,93,A
SPROUTS FARMERS MARKET,1751 S WESTWOOD BLVD,LOS ANGELES,CA,90024,99,A
JOAN'S ON THIRD'S MARKET,8350 W 3RD ST,LOS ANGELES,CA,90048,98,A
SAN PEDRO DISCOUNT MARKET,11868 S SAN PEDRO ST,LOS ANGELES,CA,90061,99,A
AMIGO'S MARKET,3405 CITY TERRACE DR,LOS ANGELES,CA,90063,90,A
FOOD 4 LESS #777,1820 W SLAUSON AVE,LOS ANGELES,CA,90047,95,A
SEXY NUTRITION,7984 W SUNSET BLVD,LOS ANGELES,CA,90046,97,A
BONAVENTURE BREWING CO REST,404 S FIGUEROA ST STE 418A,LOS ANGELES,CA,90017,94,A
TACOSWAY,7980 SUNSET BLVD,LOS ANGELES,CA,90046,90,A
OCHA RESTAURANT,5405 W SUNSET BLVD,LOS ANGELES,CA,90027,94,A
A PLACE CALLED HOME,2830 S CENTRAL AVE,LOS ANGELES,CA,90011,97,A
SAN JUAN HUCTZINCO PANADERIA Y PIZZERIA,3017 WABASH AVE,LOS ANGELES,CA,90063,91,A
CRIMINAL COURTS BLDG-SNACKBA,210 W TEMPLE ST 13TH,LOS ANGELES,CA,90012,95,A
POLLO CAMPERO,1890 W SLAUSON AVE,LOS ANGELES,CA,90047,97,A
LA ESPERANZA BAKERY,252 W FLORENCE AVE,LOS ANGELES,CA,90003,95,A
HOTEL NORMANDIE,605 S NORMANDIE AVE,LOS ANGELES,CA,90005,95,A
ADU BURGES,8020 S VERMONT AVE,LOS ANGELES,CA,90044,91,A
HOTEL NORMANDIE,605 S NORMANDIE AVE,LOS ANGELES,CA,90005,94,A
LAS CHAMPAS #4,8120 AVALON BLVD,LOS ANGELES,CA,90003,81,B
VENA MARKET,8905 VENICE BLVD # 108,LOS ANGELES,CA,90034,95,A
BENTOMO,1831 S LA CIENEGA BLVD STE E,LOS ANGELES,CA,90035,99,A
CLIFTON'S CAFETERIA,648 S BROADWAY,LOS ANGELES,CA,90014,94,A
VAN BAKERY,5409 W SUNSET BLVD,LOS ANGELES,CA,90027,93,A
GOURMENT LA BAKERY,548 S BROADWAY,LOS ANGELES,CA,90013,94,A
KAI RAMEN,349 N LA CIENEGA BLVD,LOS ANGELES,CA,90048,94,A
SKY'S TACOS,5408 W PICO BLVD,LOS ANGELES,CA,90019,97,A
SHARKY'S WOODFIRED MEXICAN GRILL,1716 N CAHUENGA BLVD,LOS ANGELES,CA,90028,95,A
D-ONE RESTAURANT,10959 KINROSS AVE,LOS ANGELES,CA,90024,90,A
MANA BURGERS,3781 1/2 S WESTERN AVE,LOS ANGELES,CA,90018,97,A
REYNAS PUPUSERIA #3,5901 S NORMANDIE AVE,LOS ANGELES,CA,90044,90,A
MAHI MAHI,6122 W SUNSET BLVD,LOS ANGELES,CA,90028,92,A
CURRY HOUSE COCOICHIBANYA,3500 W 6TH ST # 110,LOS ANGELES,CA,90020,90,A
FOOD 4 LESS #362,5420 W SUNSET BLVD,LOS ANGELES,CA,90027,98,A
LOUISIANA FRIED CHICKEN #4050,4050 CRENSHAW BLVD,LOS ANGELES,CA,90008,91,A
THE VILLAGE IDIOT,7383 MELROSE AVE,LOS ANGELES,CA,90046,90,A
TOKYO HAMBURG,600 S NEW HAMPSHIRE AVE # F1,LOS ANGELES,CA,90005,90,A
AL BASCH CHICKEN,7311 W SUNSET BLVD,LOS ANGELES,CA,90046,97,A
SKAI CAFE,1159 S VERMONT AVE,LOS ANGELES,CA,90006,93,A
SPROUTS FARMERS MARKET,1751 S WESTWOOD BLVD,LOS ANGELES,CA,90024,96,A
THE BEST BURGER,3533 S WESTERN AVE,LOS ANGELES,CA,90018,98,A
D ADDICTION,1032 S WESTERN AVE,LOS ANGELES,CA,90006,93,A
FOOD 4 LESS #362,5420 W SUNSET BLVD,LOS ANGELES,CA,90027,96,A
CLEMEN'S RESTAURANT,3551 S WESTERN AVE,LOS ANGELES,CA,90018,95,A
KITCHEN SOODA,618 S SERRANO AVE,LOS ANGELES,CA,90005,95,A
NAM KOONG,3514 W 8TH ST,LOS ANGELES,CA,90005,93,A
HAPPY NOODLE,833 S WESTERN AVE STE 41,LOS ANGELES,CA,90005,93,A
WESTIN BONAVENTURE LA PRIME,404 S FIGUEROA ST 35TH,LOS ANGELES,CA,90071,95,A
KONY PIZZERIA PUB,3281 WILSHIRE BLVD,LOS ANGELES,CA,90010,82,B
CAFE CON LECHE BAKERY AND CAFE,1506 E 1ST ST,LOS ANGELES,CA,90033,83,B
ZACATECAS MARKET,10962 S BROADWAY,LOS ANGELES,CA,90061,98,A
HERE'S LOOKING AT YOU,3901 W 6TH ST # A,LOS ANGELES,CA,90020,98,A
7-ELEVEN STORE 37689A,2282 FIRESTONE BLVD # 106,LOS ANGELES,CA,90002,95,A
LA MORENITA LUNCH BOR,1320 LA PUERTA ST,LOS ANGELES,CA,90023,95,A
FOOD 4 LESS #777,1820 W SLAUSON AVE,LOS ANGELES,CA,90047,97,A
SHERATON HOTEL,6101 W CENTURY BLVD,LOS ANGELES,CA,90045,98,A
MISSION MARKET,544 S BROADWAY ST,LOS ANGELES,CA,90013,96,A
LA CABANA,2931 E 4TH ST,LOS ANGELES,CA,90033,93,A
DIVISION 3,3329 DIVISION ST,LOS ANGELES,CA,90065,93,A
"TEUM RESTAURANT, INC.",3526 W 8TH ST,LOS ANGELES,CA,90005,90,A
J J DELI,640 S HILL ST # #25,LOS ANGELES,CA,90014,93,A
AFC SUSHI @ RALPH'S #39,260 S LA BREA AVE,LOS ANGELES,CA,90036,98,A
JUICE CRAFTERS,702 S SPRING ST,LOS ANGELES,CA,90014,90,A
MAMA'S INTERNATIONAL TAMALES,2124 W 7TH ST,LOS ANGELES,CA,90057,90,A
SAMOSA HOUSE,11510 W WASHINGTON BLVD,LOS ANGELES,CA,90066,97,A
PIZZA BELLA,1900 N HIGHLAND AVE,LOS ANGELES,CA,90068,95,A
DONA INEZ RESTAURANTE TU COCINA MEXICANA,847 SANTEE ST,LOS ANGELES,CA,90014,92,A
SABORES,7215 S HOOPER AVE,LOS ANGELES,CA,90003,97,A
MOMOTA RAMEN HOUSE,4003 WILSHIRE BLVD STE I,LOS ANGELES,CA,90010,90,A
EL DORADO BOWLERO,8731 LINCOLN BLVD,LOS ANGELES,CA,90045,90,A
BIG MAMAS & PAPAS PIZZERIA,657 S FLOWER ST,LOS ANGELES,CA,90017,91,A
BIG CITY SNACKS & GIFTS,865 S FIGUEROA ST STE 100,LOS ANGELES,CA,90017,96,A
OLYMPIC CAFE HOUSE OF BKFST,3728 W OLYMPIC BLVD,LOS ANGELES,CA,90019,93,A
OFFICE DEPOT #2303,5665 W WILSHIRE BLVD,LOS ANGELES,CA,90036,96,A
SPRINKLES CALIFORNIA LLC,735 S FIGUEROA ST #210,LOS ANGELES,CA,90048,93,A
FALAFEL CORNER,698 S IROLO ST STE #103,LOS ANGELES,CA,90005,90,A
DOWNTOWN FATBURGER,888 S FIGUEROA ST,LOS ANGELES,CA,90017,94,A
ROYAL DELI MARKET,410 W 6TH ST # A,LOS ANGELES,CA,90014,91,A
DOREEN'S TROPICAL FRUITS,102 W 7TH ST,LOS ANGELES,CA,90014,90,A
CAFE SUGAR,2735 W TEMPLE ST,LOS ANGELES,CA,90026,93,A
BRASS MONKEY INC,659 S MARIPOSA AVE,LOS ANGELES,CA,90010,94,A
DELI IN,3456 1/2 WILSHIRE BLVD,LOS ANGELES,CA,90010,90,A
DELICIOUS PIZZA SUNSET BLVD.,6601 SUNSET BLVD,LOS ANGELES,CA,90028,94,A
CAFE MANNEQUIN,850 S BROADWAY ST # LOBBY,LOS ANGELES,CA,90014,84,B
GREEN APPLE MARKET,300 E 5TH ST,LOS ANGELES,CA,90013,91,A
EAST L.A. PIZZA COMPANY,5616 E BEVERLY BLVD,LOS ANGELES,CA,90022,95,A
PIZZA ITALIA,311 W 7TH ST,LOS ANGELES,CA,90014,94,A
GENTARO SOBA,735 S FIGUEROA ST #127,LOS ANGELES,CA,90017,93,A
JACK IN THE BOX #3393,4290 E OLYMPIC BLVD,LOS ANGELES,CA,90023,98,A
PIZZA NEXT DOOR,806 W 8TH ST # B,LOS ANGELES,CA,90017,90,A
FRATERNAL ORDER OF EAGLES,13018 W WASHINGTON BLVD,LOS ANGELES,CA,90066,94,A
GELSON'S MARKET,5877 FRANKLIN AVE,LOS ANGELES,CA,90028,93,A
MEDUSA LOUNGE,3211 BEVERLY BLVD,LOS ANGELES,CA,90057,97,A
TAMARIND OF L.A.,934 S LOS ANGELES ST # 9,LOS ANGELES,CA,90015,91,A
JACK'S LIQUOR,3720 W OLYMPIC BLVD,LOS ANGELES,CA,90019,99,A
CORLEONE PIZZA,310 W 7TH ST,LOS ANGELES,CA,90014,95,A
TACO BELL #33625,1401 MARTIN LUTHER KING BLVD,LOS ANGELES,CA,90062,99,A
GROW,300 S SANTA FE AVE,LOS ANGELES,CA,90013,91,A
RALPHS MARKET #39,260 S LA BREA AVE,LOS ANGELES,CA,90036,99,A
STELLA BARRA PIZZERIA,6372 N SUNSET BLVD,LOS ANGELES,CA,90028,94,A
VIRGIL RESTAURANT,3376 W 1ST ST,LOS ANGELES,CA,90004,95,A
DOLCINI CAFFE ESPRESSO,865 S FIGUEROA ST,LOS ANGELES,CA,90017,98,A
SUBWAY,1205 W 3RD ST,LOS ANGELES,CA,90026,95,A
GROW,300 S SANTA FE AVE,LOS ANGELES,CA,90013,97,A
NORTHGATE MARKET #41,4700 INGLEWOOD BLVD,LOS ANGELES,CA,90230,97,A
YOOGANE DUMPLING,698 S IROLO ST STE #111,LOS ANGELES,CA,90005,83,B
BROADWAY 76,2001 N BROADWAY,LOS ANGELES,CA,90031,98,A
B TWENTY FOUR,2223 N BROADWAY,LOS ANGELES,CA,90031,93,A
LE FRENCH BUTCHER,6015 W 3RD ST,LOS ANGELES,CA,90036,92,A
NORTHGATE MARKET #41,4700 INGLEWOOD BLVD,LOS ANGELES,CA,90230,96,A
LATINA,3125 W 8TH ST,LOS ANGELES,CA,90005,81,B
SPRING ST. BAR,626 S SPRING ST STE B,LOS ANGELES,CA,90014,98,A
ARADO JAPANESE RESTAURANT,4001 WILSHIRE BLVD STE A,LOS ANGELES,CA,90010,92,A
COFFEE HOUSE 1,320 W 4TH ST,LOS ANGELES,CA,90013,92,A
DENNY'S RESTAURANT #7757,3740 CRENSHAW BLVD,LOS ANGELES,CA,90016,98,A
DOOMIE'S HOME COOKIN',1253 N VINE ST STE #9,LOS ANGELES,CA,90038,95,A
LATIN FUSION,6801 HOLLYWOOD BLVD # 419,LOS ANGELES,CA,90028,95,A
COMMERSON,736 S LA BREA AVE,LOS ANGELES,CA,90036,98,A
DANTE'S CAFE,2745 BEVERLY BLVD,LOS ANGELES,CA,90057,94,A
KENTUCKY FRIED CHICKEN,2801 N BROADWAY,LOS ANGELES,CA,90031,93,A
WIENERSCHNITZEL #114,3619 W OLYMPIC BLVD,LOS ANGELES,CA,90019,92,A
LUCKY STRIKE HOLLYWOOD,6801 HOLLYWOOD BLVD STE #143,LOS ANGELES,CA,90028,98,A
THAI COCONUT RESTAUARNT,1801 COLORADO BLVD,LOS ANGELES,CA,90041,91,A
HOMEBOY DINER,200 N MAIN ST # #210,LOS ANGELES,CA,90012,94,A
RED SHELL FOODS,5877 FRANKLIN AVE,LOS ANGELES,CA,90028,98,A
THE HEIGHTS DELI AND BOTTLE SHOP,2927 N BROADWAY,LOS ANGELES,CA,90031,97,A
LE CAFE BONJOUR,640 S HILL ST # S4,LOS ANGELES,CA,90014,96,A
EL DORADO EXPRESS,5144 E BEVERLY BLVD,LOS ANGELES,CA,90022,90,A
BLUE DIAMOND COFFEE SHOP,629 S HILL ST,LOS ANGELES,CA,90014,95,A
WORLD WIDE TACOS,2419 W MLK BLVD,LOS ANGELES,CA,90008,94,A
HASHTAG COFFEE & TEA,227 W 8TH ST,LOS ANGELES,CA,90014,91,A
GELSON'S MARKET,5877 FRANKLIN AVE,LOS ANGELES,CA,90028,96,A
CAMPOS TACOS,13322 W WASHINGTON BLVD,LOS ANGELES,CA,90066,93,A
THE DOLLY LLAMA,611 SPRING ST,LOS ANGELES,CA,90014,98,A
A CAFE,4001 WILSHIRE BLVD STE B,LOS ANGELES,CA,90010,96,A
XIOMARA ON MELROSE,6101 MELROSE AVE,LOS ANGELES,CA,90038,94,A
SOL-LIP TOFU,414 S WESTERN AVE STE S,LOS ANGELES,CA,90020,95,A
RALPHS MARKET #39,260 S LA BREA AVE,LOS ANGELES,CA,90036,100,A
STAR KARAOKE,601 S ARDMORE AVE # 200,LOS ANGELES,CA,90005,90,A
VANESSA'S BAKERY,2747 BEVERLY BLVD,LOS ANGELES,CA,90057,92,A
FLORENCE DONUTS,1242 E FLORENCE AVE,LOS ANGELES,CA,90001,87,B
WALGREENS #06516,5467 WILSHIRE BLVD,LOS ANGELES,CA,90036,96,A
LUCKY BAKERY,136 W 7TH ST,LOS ANGELES,CA,90014,80,B
STAPLES THE OFFICE SUPER 128,5407 WILSHIRE BLVD,LOS ANGELES,CA,90036,97,A
TOMS JUNIOR BURGERS,245 E EL SEGUNDO BLVD,LOS ANGELES,CA,90061,96,A
MCDONALD'S # 14369,8681 S ALAMEDA ST,LOS ANGELES,CA,90001,91,A
LA CARRETA,4538 1/2 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90022,96,A
HAUS,3826 W 6TH ST,LOS ANGELES,CA,90020,90,A
TACOS CHAPALITA,2929 1/2 N BROADWAY,LOS ANGELES,CA,90031,97,A
RALPHS MARKET #39,260 S LA BREA AVE,LOS ANGELES,CA,90036,98,A
ME GUSTA GOURMET TAMALES,215 W 6TH ST,LOS ANGELES,CA,90014,93,A
SACRED HEART CAFETERIA,2111 GRIFFIN AVE,LOS ANGELES,CA,90031,97,A
NORTHGATE MARKET #41,4700 INGLEWOOD BLVD,LOS ANGELES,CA,90230,96,A
NORTHGATE MARKET #41,4700 INGLEWOOD BLVD,LOS ANGELES,CA,90230,95,A
BILLY CAFE,607 S HILL ST ARCA 5,LOS ANGELES,CA,90014,93,A
LUCKY STRIKE HOLLYWOOD,6801 HOLLYWOOD BLVD STE #143,LOS ANGELES,CA,90028,98,A
FAMILY NUTRITION CENTER,423 N MEDNIK AVE,LOS ANGELES,CA,90022,99,A
RALPHS MARKET #39,260 S LA BREA AVE,LOS ANGELES,CA,90036,99,A
MINI SNACK,245 E 5TH ST # 9,LOS ANGELES,CA,90013,91,A
THE OINKSTER,2005 COLORADO BLVD,LOS ANGELES,CA,90041,93,A
PIZZA STUDIO,735 S FIGUEROA ST # 115,LOS ANGELES,CA,90017,92,A
WAYPOINT KITCHEN,6151 W CENTURY BLVD,LOS ANGELES,CA,90045,98,A
CASITA TACO AL CARBON  #3,609 S SPRING ST,LOS ANGELES,CA,90014,87,B
RALPHS MARKET #39,260 S LA BREA AVE,LOS ANGELES,CA,90036,100,A
OB BEAR RESTAURANT,3002 1/2 W 7TH ST,LOS ANGELES,CA,90005,94,A
ONDAL 2,4566 W WASHINGTON BLVD,LOS ANGELES,CA,90016,96,A
USA GASOLINE,2214 N BROADWAY,LOS ANGELES,CA,90031,98,A
RAMONA'S,3728 CRENSHAW BLVD,LOS ANGELES,CA,90016,98,A
MYUNG DONG NOODLE HOUSE,698 IROLO ST STE 105,LOS ANGELES,CA,90005,90,A
WAYPOINT KITCHEN,6151 W CENTURY BLVD,LOS ANGELES,CA,90045,98,A
CAFE DELI E PARK CENTRAL BLD,412 W 6TH ST STE 101,LOS ANGELES,CA,90014,93,A
TREE HOUSE LOUNGE,686 N SPRING ST # 202,LOS ANGELES,CA,90012,95,A
QWENCH 9TH AND FLOWER,645 W 9TH ST STE 109,LOS ANGELES,CA,90017,91,A
EAST GARDEN,750 N HILL ST STE F,LOS ANGELES,CA,90012,91,A
CAFE BRASIL,11736 W WASHINGTON BLVD,LOS ANGELES,CA,90066,97,A
NORTHGATE MARKET #41,4700 INGLEWOOD BLVD,LOS ANGELES,CA,90230,85,B
SAMOSA HOUSE,11510 W WASHINGTON BLVD,LOS ANGELES,CA,90066,75,C
ROCK N FISH,800 W OLYMPIC BLVD STE A160,LOS ANGELES,CA,90015,97,A
DK DONERKING,6756 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,96,A
SIMPLY SALAD,11726 SAN VICENTE BLVD # 150,LOS ANGELES,CA,90049,97,A
WASABI JAPANESE NOODLE HOUSE,3444 WILSHIRE BLVD,LOS ANGELES,CA,90010,90,A
MALI HOM,3446 WILSHIRE BLVD,LOS ANGELES,CA,90010,93,A
TOGO'S,1831 S LA CIENEGA BLVD STE #A,LOS ANGELES,CA,90035,91,A
PIZZA HUT #28168,1780 S LA CIENEGA BLVD,LOS ANGELES,CA,90035,95,A
BERNARDO'S MARKET,5902 S CENTRAL AVE,LOS ANGELES,CA,90001,91,A
THE VEGGIE GRILL,6374 W SUNSET BLVD STE #A,LOS ANGELES,CA,90028,91,A
IL BAMBINO RESTAURANT,1403 HOOPER AVE,LOS ANGELES,CA,90021,95,A
CAPTAIN LEE'S SEAFOOD,404 S FIGUEROA ST STE 401-B,LOS ANGELES,CA,90071,90,A
DR .SEBI'S  CELLFOOD,8588 VENICE BLVD,LOS ANGELES,CA,90034,97,A
ALBERTSON'S #387,2035 HILLHURST AVE,LOS ANGELES,CA,90027,97,A
7-ELEVEN STORE 37150A,600 E IMPERIAL HWY,LOS ANGELES,CA,90059,97,A
SOTO ST. MARKET,900 N SOTO ST,LOS ANGELES,CA,90033,93,A
BARNEYS HAMBURGERS,11660 SAN VICENTE BLVD,LOS ANGELES,CA,90049,92,A
PIZZICOTTO,11758 SAN VICENTE BLVD,LOS ANGELES,CA,90049,96,A
TEITA'S MARKET,4813 S MAIN ST # T,LOS ANGELES,CA,90037,90,A
SUBWAY #23131,908 S SANTEE ST,LOS ANGELES,CA,90015,98,A
SUPERIOR GROCERS,3480 S LA BREA AVE,LOS ANGELES,CA,90016,90,A
RUSTY MULLET,1708 N LAS PALMAS AVE,LOS ANGELES,CA,90028,97,A
TACOS LOS 3 CARNALES,5000 WHITTIER BLVD,LOS ANGELES,CA,90022,73,C
BOTANICA VIDA NATURAL,4501 S ALAMEDA ST #E 19/20,LOS ANGELES,CA,90058,95,A
FRENCH BISTRO,1216 1/2 S SANTEE ST,LOS ANGELES,CA,90015,93,A
FLAME BROILER,3500 WILSHIRE BLVD,LOS ANGELES,CA,90010,93,A
THE COFFEE BEAN & TEA LEAF,3726 S FIGUEROA ST,LOS ANGELES,CA,90007,95,A
HAPPY NOODLE CO,3458 1/2 WILSHIRE BLVD,LOS ANGELES,CA,90010,90,A
TREJO'S TACOS,1556 N CAHUENGA BLVD,LOS ANGELES,CA,90028,96,A
YOUNG DONG BUFFET,4917 WHITTIER BLVD,LOS ANGELES,CA,90022,73,C
DESERT ROSE,1700 HILLHURST AVE,LOS ANGELES,CA,90027,94,A
D'LIDO RESTAURANT AND BAKERY,1147 W WASHINGTON BLVD,LOS ANGELES,CA,90015,90,A
SALATA ON FLOWER,505 S FLOWER ST STE B430,LOS ANGELES,CA,90071,90,A
KENTUCKY FRIED CHICKEN,320 N SOTO ST,LOS ANGELES,CA,90033,97,A
BARISTA SOCIETY,300 S GRAND AVE LP 155,LOS ANGELES,CA,90071,93,A
HARRY'S WINE & SPIRITS,11684 SAN VICENTE BLVD,LOS ANGELES,CA,90049,98,A
FARMERS BELLY CAFE,1555 VINE ST #19,LOS ANGELES,CA,90028,93,A
H&H MARKET LIQUOR,1862 GLENDALE BLVD,LOS ANGELES,CA,90026,95,A
PAYLESS FOODS MKT,620 E EL SEGUNDO BLVD,LOS ANGELES,CA,90059,86,B
PRONTO CAFFE & TEA,3530 WILSHIRE BLVD STE 102,LOS ANGELES,CA,90010,83,B
CORAL REEF RESTAURANT,3200 GLENDALE BLVD,LOS ANGELES,CA,90039,93,A
ALBERTSON'S #387,2035 HILLHURST AVE,LOS ANGELES,CA,90027,98,A
LA REYNA MARKET,2608 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90033,92,A
DELICIOUS TOGETHER,859 SANTEE ST,LOS ANGELES,CA,90014,94,A
THAI FANTASY,5900 MONTEREY RD,LOS ANGELES,CA,90042,94,A
VILLAGE TAVERN,3216 GLENDALE BLVD,LOS ANGELES,CA,90039,96,A
EL POLLO LOCO #5322,1224 S SOTO ST,LOS ANGELES,CA,90023,98,A
SMART & FINAL #735,1833 S LA CIENEGA BLVD,LOS ANGELES,CA,90035,95,A
BLACK MAGIC COFFEE,2415 E CESAR CHAVEZ AVE,LOS ANGELES,CA,90033,93,A
CATHEDRAL HIGH SCH CAFETERIA,1253 BISHOPS RD,LOS ANGELES,CA,90012,93,A
TWO GUYS FRUM ITALY,6705 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,93,A
PIZZA HUT #25408,611 E IMPERIAL HWY STE 104,LOS ANGELES,CA,90059,97,A
BURGER KING # 1417,12736 S AVALON BLVD,LOS ANGELES,CA,90061,99,A
HUGO'S TACOS,3300 GLENDALE BLVD,LOS ANGELES,CA,90039,95,A
HOOTERS RESTAURANTS,6922 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,86,B
SAFFRON,505 S FLOWER ST STE B250,LOS ANGELES,CA,90071,91,A
NENA RESTAURANT,1804 E VERNON AVE # D-51,LOS ANGELES,CA,90058,93,A
VILLANUEVA RESTAURANT & BAR,5620 S MAIN ST,LOS ANGELES,CA,90011,90,A
SUBWAY SANDWICHES,6151 W CENTURY BLVD STE D,LOS ANGELES,CA,90045,95,A
LA VALENTINA GRILL,2717 S VERMONT AVE,LOS ANGELES,CA,90007,92,A
LMU,1 LMU DR #MS 8420,LOS ANGELES,CA,90045,98,A
METRO MEAT MARKET,1720 N EASTERN AVE,LOS ANGELES,CA,90032,98,A
JJ'S SANDWICH BAR,119 E 6TH ST,LOS ANGELES,CA,90014,92,A
HANDY MARKET,1438 W 38TH ST,LOS ANGELES,CA,90062,98,A
CHURCH'S FRIED CHICKEN #128,261 E VERNON AVE,LOS ANGELES,CA,90011,95,A
MINI MERCADITO IN E.L.A.,3425 E 1ST ST STE 132,LOS ANGELES,CA,90063,95,A
PETROS RESTAURANT,10250 SANTA MONICA BLVD # 2790,LOS ANGELES,CA,90067,90,A
MR BOBA,700 WESTERN AVE # 102,LOS ANGELES,CA,90005,98,A
CHUTNEY'S,2406 S BARRINGTON AVE,LOS ANGELES,CA,90064,84,B
LOS COMPADRES MEAT MARKET,4483 E WHITTIER BLVD,LOS ANGELES,CA,90022,80,B
FOOD 4 LESS #399,11507 S WESTERN AVE,LOS ANGELES,CA,90047,97,A
INNER CITY MARKET,1435 W 39TH ST,LOS ANGELES,CA,90062,97,A
RANCHO ZAPOTILLO ( MEAT MARK,3003 WABASH AVE,LOS ANGELES,CA,90063,96,A
FRIENDS+FAMILY,5150 HOLLYWOOD BLVD,LOS ANGELES,CA,90027,98,A
MEATLAND BAKERY,3801 E 1ST ST,LOS ANGELES,CA,90063,92,A
