,id,name,overall_rating,review_count,address,city,state,zip
200,4nhEFFq4jeLj1OQlHGy_lw,Egg Bomb,4.5,21,3526 W 8th St,Los Angeles,CA,90005
201,d09ros9QhLRs9EgWbkkvvg,Caveman Kitchen,4.0,483,2215 S Vermont Ave,Los Angeles,CA,90007
202,-dXUxVZA3SL0W482Ccjkfg,Catch 56,4.5,526,5615 Hollywood Blvd,Los Angeles,CA,90028
203,8fnmCiqpLdtU2XvmofwjpA,Hoy's Wok Chinese Restaurant,4.0,671,7105 W Sunset Blvd,Los Angeles,CA,90046
204,IxuAHGu-eQ4fZJZTdzGTYQ,Gus's World Famous Fried Chicken,4.0,1467,1262 Crenshaw Blvd,Los Angeles,CA,90019
205,0WyRlH-fxOVLh1b3oEBEEQ,Urth Caffé- Downtown LA,4.0,5347,451 S Hewitt St,Los Angeles,CA,90013
206,hI1lsLwckjRqoYt1zHrVVA,hanchic.,5.0,80,2500 W 8th St,Los Angeles,CA,90057
207,uA3TautyZ7bby0w8Scwufg,Benny's Tacos & Chicken Rotisserie,4.5,2449,7101 W Manchester Ave,Los Angeles,CA,90045
208,Bq6I52mOTyC2iDHU2rh_5w,El Cartel,4.0,551,5515 Wilshire Blvd,Los Angeles,CA,90036
209,dOyEWOtr3h7kkyMQwWwDFA,Ohana Superette,4.0,182,2852 W Sunset Blvd,Los Angeles,CA,90026
210,hC745S5W4HTq606ySmBJNw,KazuNori  | The Original Hand Roll Bar,4.5,2823,421 S Main St,Los Angeles,CA,90013
211,beA_DlDpij8O9xK2B-NjEA,Mex Perú Gipsy,5.0,984,414 E 12th St,Los Angeles,CA,90015
212,tqjJYK3KyBjHRDsMT9kCpw,Oi Asian Fusion,4.5,533,4734 Hollywood Blvd,Los Angeles,CA,90027
